Homer Simpson,Me?,,,,,
Homer Simpson,I don't think you realize what you're saying.,,,,,
Homer Simpson,"Did you hear that, Marge? She called me a baboon! The stupidest, ugliest, smelliest ape of them all!",,,,,
Homer Simpson,Go Away.,,,,,
Homer Simpson,"Lisa, don't hold anything back. You can tell me. Are you crying because you called Daddy a baboon?",,,,,
Homer Simpson,Nuts.,,,,,
Homer Simpson,This isn't going well at all.,,,,,
Homer Simpson,"No, no, no. I just wish I knew what to say.",,,,,
Homer Simpson,"Although, maybe this will help. Now you lost someone special and it hurts. I'm lucky because I never lost anyone special to me. Everyone special to me is under this roof.",,,,,
Homer Simpson,Oh.,,,,,
Homer Simpson,"It's true. Now, you'll have lots of special people in your life, Lisa. There's probably some place where they all get together, and the food is real good, and guys like me are serving drinks. Oh well, maybe I can't explain all this, but I can fix your doll house for you. At least, I'm good at monkey work. You know... monkey. You know what I mean?",,,,,
Homer Simpson,I can hold these nails in place with my tail.,,,,,
Homer Simpson,Gimme a banana.,,,,,
Homer Simpson,"Come on, you're holding out on me.",,,,,
Homer Simpson,Think nothing of it.,,,,,
Homer Simpson,"Hey, what's the matter, son?",,,,,
Homer Simpson,"Hey son, would you have gotten any money for being class president?",,,,,
Homer Simpson,Would you have to do extra work?,,,,,
Homer Simpson,"And is this Martin guy going to get to do anything neat, like throw out the first ball at the world series, huh?",,,,,
Homer Simpson,"So, let the baby have his bottle, huh? That's my motto.",,,,,
Homer Simpson,Holy-moly... talk about parenting!,,,,,
Homer Simpson,Uh oh.,,,,,
Homer Simpson,"Sleep well, Maggie. Ah, three for three.",,,,,
Homer Simpson,"Up... up... up... up... up... up. Don't say anything, Marge. Let's just go to bed. I'm on the biggest roll of my life.",,,,,
Homer Simpson,Mmm... hors doovers.,,,,,
Homer Simpson,I promised I wouldn't eat? Never! You lie!,,,,,
Homer Simpson,"Oh son, when you're older, you'll know better.",,,,,
Homer Simpson,"Hmmm. Oh, baby! Mmmm. Yeah.",,,,,
Homer Simpson,How do I look?,,,,,
Homer Simpson,Do we have enough gag ice cubs?,,,,,
Homer Simpson,What are all our friends names again?,,,,,
Homer Simpson,Why not? I paid for it.,,,,,
Homer Simpson,"Hey, Flanders, next time why don't you put a little alcohol in it?",,,,,
Homer Simpson,Really? Well I do have a warm sense of well-being and I seem to be ssslurring my shpeech... you're right! Give me another.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,"Oh, Dr. Hibbert. Enjoying the party?",,,,,
Homer Simpson,It was me! You fell for it!,,,,,
Homer Simpson,You should see the look on your face. It's priceless.,,,,,
Homer Simpson,Bart! Come over here.,,,,,
Homer Simpson,"You little monkey... you're a little monkey, aren't you?",,,,,
Homer Simpson,"Bart, do that thing you do that's so cute.",,,,,
Homer Simpson,That thing you know how to do.,,,,,
Homer Simpson,Go to bed.,,,,,
Homer Simpson,"Hey, everybody! Look, I'm the funniest guy in the world!",,,,,
Homer Simpson,"I've been wantin' to tell you off for years, but I've never had the nerve.",,,,,
Homer Simpson,You stink! You and your whole lousy operation stinks! I quit!,,,,,
Homer Simpson,All right then.,,,,,
Homer Simpson,Could you... give me a handful of peanuts... Maude?,,,,,
Homer Simpson,Not those peanuts. The ones at the bottom.,,,,,
Homer Simpson,,,,,,
Homer Simpson,Why? What'd you do?,,,,,
Homer Simpson,Marge!,,,,,
Homer Simpson,Where-where are we going?,,,,,
Homer Simpson,The way I acted?,,,,,
Homer Simpson,So I said: I must get out of these wet clothes and into a dry martini.,,,,,
Homer Simpson,I put it there.,,,,,
Homer Simpson,I slipped it into your glass as a gag.,,,,,
Homer Simpson,"I'm sorry, honey. Can't we just forget it and go to church.",,,,,
Homer Simpson,"No, I didn't... I... Oh, you mean inside, don't you?",,,,,
Homer Simpson,About last night... you might have noticed Daddy acting a little strange and you probably don't understand why.,,,,,
Homer Simpson,I admit it. I didn't know when to say when. I'm sorry it happened and I just hope you didn't lose a lot of respect for me.,,,,,
Homer Simpson,Aw.,,,,,
Homer Simpson,"Marge, Marge.",,,,,
Homer Simpson,"Sorry, Reverend.",,,,,
Homer Simpson,Hmmmm.,,,,,
Homer Simpson,"Oh, well, it's very tempting. Really a wonderful idea.",,,,,
Homer Simpson,Marge! What are you doing? Are you insane?!,,,,,
Homer Simpson,,,,,,
Homer Simpson,"Marriage encounter weekend, here I come!",,,,,
Homer Simpson,They're holding it at Catfish Lake. They couldn't call it Catfish Lake if it didn't have a catfish in it.,,,,,
Homer Simpson,"Oh dear. If we can't find a babysitter, we can't go. What a kick in the teeth.",,,,,
Homer Simpson,"No, you don't!",,,,,
Homer Simpson,"Marge, just puttin' a few last things in the trunk.",,,,,
Homer Simpson,"Hmmm, bait.",,,,,
Homer Simpson,"Whoa, better get some gas.",,,,,
Homer Simpson,Fill 'er up. I guess I'll go and stretch my legs.,,,,,
Homer Simpson,Catfish Lake.,,,,,
Homer Simpson,"Wait, wait a minute... wait a minute. Who's General Sherman?",,,,,
Homer Simpson,Oh yeah.,,,,,
Homer Simpson,"Whoa, who says that?",,,,,
Homer Simpson,Oh.,,,,,
Homer Simpson,Hmmmm. Gentlemen: I am going to catch General Sherman!,,,,,
Homer Simpson,"None of your business, Flanders.",,,,,
Homer Simpson,Uh say... uh... Reverend... are we gonna get a chance to do any fishing?,,,,,
Homer Simpson,Oh.,,,,,
Homer Simpson,I see. I also understand bowling expressions.,,,,,
Homer Simpson,Lucky you don't keep guns in the house.,,,,,
Homer Simpson,"Ohhh, because I got drunk and looked down her dress.",,,,,
Homer Simpson,She's perfect.,,,,,
Homer Simpson,"Well, sometimes that can be annoying.",,,,,
Homer Simpson,I'm done.,,,,,
Homer Simpson,It's true. It's all true.,,,,,
Homer Simpson,Sorry.,,,,,
Homer Simpson,I only did that a couple of times.,,,,,
Homer Simpson,"Out at five, catch General Sherman at five-thirty, clean him at six, eat him at six-thirty, back in bed by seven with no incriminating evidence. . The perfect crime.",,,,,
Homer Simpson,Would this be a good time to be honest?,,,,,
Homer Simpson,"You're right, I am. Help me, Marge. What do I do to be a good guy?",,,,,
Homer Simpson,No.,,,,,
Homer Simpson,All right. But I can't sleep. Can I take a walk?,,,,,
Homer Simpson,Gotta be a good husband... Gotta be a good husband... Gotta be a good husband.,,,,,
Homer Simpson,"Hey, kid! You forgot your... WHOA!",,,,,
Homer Simpson,"Go ahead, General Sherman! Waste your strength, you big ugly catfish. I gotta skillet and a stick of butter with your name on it.",,,,,
Homer Simpson,Good! Give up!,,,,,
Homer Simpson,Huh?,,,,,
Homer Simpson,,,,,,
Homer Simpson,"Okay, fish, you're probably wondering why I'm still here. Catching you will make me the most famous fisherman there is, right up there with... that... the a... bald guy on that cable fishing show.",,,,,
Homer Simpson,Whoa! Holy mackerel!,,,,,
Homer Simpson,"I love you, but I must kill you.",,,,,
Homer Simpson,I AM THE CHAMPIONS / I AM THE CHAMPIONS / NO TIME FOR LOSERS / CAUSE I AM THE CHAMPIONS / OF THE WORLLLLD!,,,,,
Homer Simpson,"Uh, oh.",,,,,
Homer Simpson,"Hi, honey. Uh, oh. How's the marriage retreat going?",,,,,
Homer Simpson,"Marge, you don't know what this fish means. This fish represents a better life for both of us. This fish makes me a champion and a hero.",,,,,
Homer Simpson,To those weirdos in the worm store.,,,,,
Homer Simpson,"Well, if that's the way you feel... I'll throw it back.",,,,,
Homer Simpson,Watch.,,,,,
Homer Simpson,"Wow, I did it! I gave up fame and breakfast for my marriage. I fought it for six hours. She says one word and I toss it back. And you're telling me our marriage is in trouble? Come here, baby.",,,,,
Homer Simpson,We're back!,,,,,
Homer Simpson,Same as usual. Perfectomundo.,,,,,
Homer Simpson,I never knew what Superman saw in her. Give me Wonder Woman! And that golden lariat. She can tie me up any time.,,,,,
Homer Simpson,"I was just kidding, Marge. Hey, what does everyone say to dinner at Krusty Burger? My treat!",,,,,
Homer Simpson,"All right, what are you getting at?",,,,,
Homer Simpson,"A hundred bucks?! For a comic book? Who drew it, Micha-ma-langelo?",,,,,
Homer Simpson,"Well, t.s.",,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,No.,,,,,
Homer Simpson,"No! Now, look, son, we all know that usually when you bug me like this, I give in, so I'm not mad at you for trying. It shows you've been paying attention. But we all know I'm not gonna give you a hundred dollars. Now are you gonna stop bugging me?",,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,Are you?,,,,,
Homer Simpson,"Hee hee, I win! In your face! Yeah! How do you like them apples? Woo hoo hoo!",,,,,
Homer Simpson,Bart! What are you staring at?,,,,,
Homer Simpson,Bart! Stop it!,,,,,
Homer Simpson,"Hey, what's all the --",,,,,
Homer Simpson,My beer... my beer... my beautiful beer.,,,,,
Homer Simpson,"What's the problem, boy?",,,,,
Homer Simpson,"Hey, when I was your age, fifty cents was a lot of money.",,,,,
Homer Simpson,Nah.,,,,,
Homer Simpson,"Son, I'm proud of you. I was twice your age before I figured that out.",,,,,
Homer Simpson,They're fine.,,,,,
Homer Simpson,,,,,,
Homer Simpson,"Joke's on them. If the core explodes, there won't be any power to light that sign.",,,,,
Homer Simpson,How many hairs on my head? Without looking!,,,,,
Homer Simpson,"I can't believe you guys. There's a human being out there with millions of dollars who needs our help. And you don't wanna cash in? That's why you losers are stuck in this crummy, dead end job.",,,,,
Homer Simpson,"Sorry, sir.",,,,,
Homer Simpson,Marge! Marge! What's my blood type?,,,,,
Homer Simpson,"Aw, nuts! Extremely rare blood and I don't have it.",,,,,
Homer Simpson,Earmuffs.,,,,,
Homer Simpson,"Aw, old man Burns is gonna kick off if he doesn't get some Double-O-Negative blood, but nobody at the plant has it.",,,,,
Homer Simpson,"Woo! Yes! All right! Woo! Congratulations, boy! You've got a date with a needle!",,,,,
Homer Simpson,"Yeah, you have the right to remain silent.",,,,,
Homer Simpson,"Bart, it's not like I'm asking you to give blood for free. That would be crazy! You're a little young to understand this, but when you save a rich man's life, he showers you with riches. Don't you know the story of Hercules and the Lion?",,,,,
Homer Simpson,"Yeah, probably. Anyway, once upon a time there was a big mean lion who got a thorn in his paw. And all the village people tried to pull it out, but nobody was strong enough. So they got Hercules, and Hercules used his mighty strength, and bingo. Anyway, the moral is, the lion was so happy, he gave Hercules this big thing of riches.",,,,,
Homer Simpson,It was the olden days!,,,,,
Homer Simpson,"Hey, let's go! Emergency! Life-or-death here!",,,,,
Homer Simpson,Now let's get the show on the road.,,,,,
Homer Simpson,Eh.... the boy.,,,,,
Homer Simpson,Mr. Burns... he's okay! Jackpot!,,,,,
Homer Simpson,"Bill... Bill... Summons... Bill... Wait a minute. From C.M. Burns? Is this it? Yes, this is it! Woo-hoo! Woo!",,,,,
Homer Simpson,Marge! Lisa! Maggie! Let's do this out in the yard where the neighbors can see!,,,,,
Homer Simpson,"Lisa, dim the lights! No, turn on more lights! But do something!",,,,,
Homer Simpson,"It's a little thin, but that's okay, could be a check.",,,,,
Homer Simpson,"""Better half,"" Marge. ""Better half.""",,,,,
Homer Simpson,"All right, there's no check, just a card. But don't panic. I'm sure it tells us what we're getting and where we can pick it up. ""Dear Bart... Thank you kindly for the blood. Yours truly, Montgomery Burns."" It's just a card!",,,,,
Homer Simpson,"This is some way to show your gratitude. No gold. No diamonds. No rubies. Not even a lousy card. Wait a minute, there was a card. That's what got me so mad in the first place.",,,,,
Homer Simpson,"Marge, you're my wife and I love you very much. But you're living in a world of make-believe. With flowers and bells and leprechauns, and magic frogs with funny little hats...",,,,,
Homer Simpson,Bart!,,,,,
Homer Simpson,"I promised my boy one simple thing: Lots of riches. And that man broke my promise. Well, I've had it! Bart, take a letter.",,,,,
Homer Simpson,"""Dear Mr. Burns. I'm so glaaad you enjoyed my son's blood. And your caard was just great. In case you can't tell, I'm being sarcastic. You stink!"" Could you read that last part back to me?",,,,,
Homer Simpson,"Good. ""You are a senile, buck-toothed old mummy with bony girl arms... and you smell like...""",,,,,
Homer Simpson,An elephant's butt.,,,,,
Homer Simpson,Yup!,,,,,
Homer Simpson,"Forget it, Marge!",,,,,
Homer Simpson,"Oh, all right. You always do that hand thing! And it usually works.",,,,,
Homer Simpson,Cheap son-of-a...,,,,,
Homer Simpson,Hmmm...,,,,,
Homer Simpson,"Oh, Marge, you saved me from making a big mistake. Y'know, I finally understand the meaning of mmphm hnmph.",,,,,
Homer Simpson,Where's the letter?,,,,,
Homer Simpson,Where is it?,,,,,
Homer Simpson,"Well, it's somewhere! It didn't just get up and walk away!",,,,,
Homer Simpson,"Bart, have you seen the letter?",,,,,
Homer Simpson,"All right, think very carefully. Where did you see it last?",,,,,
Homer Simpson,Uh huh.,,,,,
Homer Simpson,Yeah...,,,,,
Homer Simpson,Why did you do that?,,,,,
Homer Simpson,I'll show you mad in the morning.,,,,,
Homer Simpson,"She's right. Okay, think, Homer. Don't panic. They don't pick up the mail till noon. There's still time!",,,,,
Homer Simpson,Ow. Ow. Ow. Ow. Ow. Ow. Ow.,,,,,
Homer Simpson,"Locked, eh? Well, I just might have a little surprise up my sleeve for old Mr. Lock. Step aside, boy.",,,,,
Homer Simpson,"What does it look like? I'll get our letter so wet, the ink will run and no one will be able to read it.",,,,,
Homer Simpson,"So a few people won't get a few letters. Boo-hoo. You know the kinda letters people write: ""Dear Somebody-You-Never-Heard-Of... How is So-and-So? Blah blah blah blah blah blah blah. Yours truly, Some Bozo."" Big loss.",,,,,
Homer Simpson,"Now Bart, you keep an eye out for the mailman. Just give me some kind of signal.",,,,,
Homer Simpson,That's a good one. We'll use that.,,,,,
Homer Simpson,,,,,,
Homer Simpson,"Uh, uh I-I guess it wouldn't do any good to run, 'cause you're our mail lady and you know my name and address and everything, huh?",,,,,
Homer Simpson,"Well, I'm still gonna run!",,,,,
Homer Simpson,I don't know.,,,,,
Homer Simpson,"Great plan, Bart.",,,,,
Homer Simpson,"Lisa, I don't know what you're doing, but it's very strange and your father is trying to worry.",,,,,
Homer Simpson,Oops.,,,,,
Homer Simpson,Twenty eight minutes till Burns comes. Time for operation Mail Take.,,,,,
Homer Simpson,Homer Simpson.,,,,,
Homer Simpson,"Yeah, well I'll be on my --",,,,,
Homer Simpson,"Hey, c'mon, Joey! Do you have to twist my arm?",,,,,
Homer Simpson,"Oh, I've never seen Mr. Burns this mad and he's always kinda mad.",,,,,
Homer Simpson,Me and my big... letter writing pen!,,,,,
Homer Simpson,"Okay, here's the plan. You can move in with your sisters and raise the kids. And I'll... die in a gutter. It's practical and within our means.",,,,,
Homer Simpson,,,,,,
Homer Simpson,"I got my problems, Moe. Give me another one.",,,,,
Homer Simpson,"Oh, woe is me.",,,,,
Homer Simpson,,,,,,
Homer Simpson,"Mr. Burns, you brought us a present.",,,,,
Homer Simpson,"What did I tell you? I'll bet it's filled with diamonds, rubies, sapphires, pearls...",,,,,
Homer Simpson,"Marge, what does it do?",,,,,
Homer Simpson,"Marge! Really, what does it do?",,,,,
Homer Simpson,"Save a guy's life, and whattaya get? Nothin'! Worse than nothin'! Just a big, scary rock.",,,,,
Homer Simpson,"Wait a minute. If I hadn't written that nasty letter, we wouldn't have gotten anything!",,,,,
Homer Simpson,Exactly. It's just a bunch of stuff that happened.,,,,,
Homer Simpson,Amen to that!,,,,,
Homer Simpson,Who stole my shirt? Who stole my shirt?,,,,,
Homer Simpson,"Oh thank you, Marge -- Pink?",,,,,
Homer Simpson,"Marge, I can't wear a pink shirt to work. Everybody wears white shirts. I'm not popular enough to be different.",,,,,
Homer Simpson,"Oh, gimme, gimme, gimme, gimme, gimme!",,,,,
Homer Simpson,"Oh no... Pink. Pink! PINK! It's all over, Marge. It's all over.",,,,,
Homer Simpson,You! You did this to me!,,,,,
Homer Simpson,"Mmm, thanks -- It looks... Hey, wait a minute! Just because I'm wearing a pink shirt, it doesn't mean I'm some kind of a... pink doughnut-eater! Although it is tempting --",,,,,
Homer Simpson,You don't understand... my son just threw his red hat in with the white laundry...,,,,,
Homer Simpson,Print name?,,,,,
Homer Simpson,"Honey, do me a favor. Fill out this form.",,,,,
Homer Simpson,"All right, all right. I'll get Lisa to do it.",,,,,
Homer Simpson,"Lisa, you like homework. Could you fill out this form for me?",,,,,
Homer Simpson,O-kay.,,,,,
Homer Simpson,No deal.,,,,,
Homer Simpson,"Son, it's no different than the time I let you vote for me. Remember that absentee ballot?",,,,,
Homer Simpson,,,,,,
Homer Simpson,Look at him!,,,,,
Homer Simpson,Awww.,,,,,
Homer Simpson,Dog on Fire! Dog on Fire!,,,,,
Homer Simpson,"Yes, I'm hearing one right now, while I'm trying to watch TV.",,,,,
Homer Simpson,Bart! Shut up or I'll shut you up!,,,,,
Homer Simpson,"So, did I pass?",,,,,
Homer Simpson,The devil with his fly open.,,,,,
Homer Simpson,That's a spill on a floor with bugs goin' after it. They're gonna eat it.,,,,,
Homer Simpson,Arrghh!,,,,,
Homer Simpson,The boy! This isn't fair! How can you tell who's sane and who's insane?,,,,,
Homer Simpson,Who are you?,,,,,
Homer Simpson,"I'm Homer Simpson, from the Simpsons.",,,,,
Homer Simpson,"Oh, of course I've heard of you. I mean you'd have to be living under a rock not to know -- what'd you say your name was?",,,,,
Homer Simpson,Doesn't ring a bell.,,,,,
Homer Simpson,What was that last one?,,,,,
Homer Simpson,Nope.,,,,,
Homer Simpson,Wow. How do you do that thing with your feet?,,,,,
Homer Simpson,"No, that thing with your feet.",,,,,
Homer Simpson,,,,,,
Homer Simpson,Because I wore a pink shirt.,,,,,
Homer Simpson,What'd you wear?,,,,,
Homer Simpson,Bbl--bbl--bbl--bbl--,,,,,
Homer Simpson,"Hey, Michael, I don't get it. These guys seem as normal as you and me.",,,,,
Homer Simpson,Okay. Five times nine.,,,,,
Homer Simpson,Wowww.,,,,,
Homer Simpson,"Hey, Chief.",,,,,
Homer Simpson,"Gee, I gotta call my family.",,,,,
Homer Simpson,"Oh, this is so embarrassing, calling 'em from a nut house. I mean, they think I'm a god.",,,,,
Homer Simpson,"Oh great! And uh, try to put a good face on this. Tell them this is one of those places where rich women lose weight.",,,,,
Homer Simpson,"That's all right, son.",,,,,
Homer Simpson,What's that?,,,,,
Homer Simpson,"This place is so strange. Mike, I'm ashamed to admit it to another guy, but I'm... scared.",,,,,
Homer Simpson,Pancakes... football... Boobies...,,,,,
Homer Simpson,Was the door locked?,,,,,
Homer Simpson,Was it raining?,,,,,
Homer Simpson,Were you out of gas?,,,,,
Homer Simpson,Baby.,,,,,
Homer Simpson,Mmm... pancakes.,,,,,
Homer Simpson,,,,,,
Homer Simpson,Marge!,,,,,
Homer Simpson,"That's the most flattering thing anyone has ever said to me. Could I have it in writing, please?",,,,,
Homer Simpson,Not insane.,,,,,
Homer Simpson,"Thanks a lot, Michael. You really helped me get through this. If you ever find your marbles, come visit us.",,,,,
Homer Simpson,You are? Why?,,,,,
Homer Simpson,"Boy, when I get home, I'm going to wrap my hands around your neck --",,,,,
Homer Simpson,,,,,,
Homer Simpson,"Now listen. I'm bringing Michael Jackson home to stay with us for a few days... Isn't that cute -- he's heard of you! Now, make sure we have plenty of cold cuts, and put some beer on ice.",,,,,
Homer Simpson,Are you sure you're here voluntarily?,,,,,
Homer Simpson,Thanks everybody! It's great to be sane.,,,,,
Homer Simpson,Here he is! Here's the guy you wanna see.,,,,,
Homer Simpson,Huh? Huh?,,,,,
Homer Simpson,Come off. I'm sane now.,,,,,
Homer Simpson,Not me. I got this.,,,,,
Homer Simpson,"Stupid junk mail... ""You May Have Already Won!"" Yeah, win this... ""Here's Good News for Homer Simpsoy""... I'll see that he gets it. How dumb do they think I am?",,,,,
Homer Simpson,Huh? A check?,,,,,
Homer Simpson,"Oh yeah? Well, what makes you so damn sure?",,,,,
Homer Simpson,Shut up.,,,,,
Homer Simpson,I had a feeling it was too good to be true. Every time you get a million dollars something queers the deal.,,,,,
Homer Simpson,"Marge, I never read a magazine in my life and I'm not gonna start now.",,,,,
Homer Simpson,"Hey, a cartoon.",,,,,
Homer Simpson,"""Well dear, you always wanted a compact."" -- Ain't it the truth.",,,,,
Homer Simpson,"Oh, Marge. Cartoons don't have any deep meaning. They're just stupid drawings that give you a cheap laugh.",,,,,
Homer Simpson,"Nah, you go ahead.",,,,,
Homer Simpson,"As Tolstoy said in ""Quotable Notables,"" ""Give me learning, sir, and you may keep your black bread.""",,,,,
Homer Simpson,"Marge, look at them staring at that idiot box. God forbid they would ever read something and improve their minds.",,,,,
Homer Simpson,"Ooh... How about the ""V""?",,,,,
Homer Simpson,"It's not just one magazine, Marge. They take hundreds of magazines, filter out the crap, and leave you with something that fits right in your front pocket.",,,,,
Homer Simpson,Those kids don't know what they're missing.,,,,,
Homer Simpson,We're all gonna sit down as a family and listen to an inspiring story of wilderness survival.,,,,,
Homer Simpson,Then I heard the sound that all Arctic explorers dread: The pitiless bark of the sea lion. He'll be killed!,,,,,
Homer Simpson,Don't be so...,,,,,
Homer Simpson,"Oh, you're right.",,,,,
Homer Simpson,Hmph?,,,,,
Homer Simpson,"That reminds me! ""Seven Ways To Spice Up Your Marriage.""",,,,,
Homer Simpson,"Marge, you have a nice body. And if you'd like to see me in a costume, you have only to ask.",,,,,
Homer Simpson,Where do you think? This baby never steers you wrong. And it was free. Free!,,,,,
Homer Simpson,"Wow! ""Win a Trip to Washington D.C.""! ""All expenses paid... VIP tour""... Oh. It's for kids.",,,,,
Homer Simpson,Ooh... And Miss? Just one more question --,,,,,
Homer Simpson,"Sweetheart, there's nothing I wouldn't do for that magazine.",,,,,
Homer Simpson,YEAH! Damn right!,,,,,
Homer Simpson,Uh-uh.,,,,,
Homer Simpson,,,,,,
Homer Simpson,,,,,,
Homer Simpson,Woo hoo! Who would've guessed reading and writing would pay off?,,,,,
Homer Simpson,"Playing cards, notepad, aspirin, sewing kit, pilot's wing pin, propellor-shaped swizzle stick, sleeping mask and anything else I've got coming to me.",,,,,
Homer Simpson,We're all gonna die!,,,,,
Homer Simpson,"Look, Marge, that guy has the same last name we do... Taxi!",,,,,
Homer Simpson,BOOOOO!,,,,,
Homer Simpson,Wowww -- A shoehorn! Just like in the movies!,,,,,
Homer Simpson,"Shoe goes on, shoe goes off. Shoe goes on, shoe goes off. Shoe goes on, shoe goes off.",,,,,
Homer Simpson,Stupid welcoming mint! Y'ello.,,,,,
Homer Simpson,Wake-up call? It's two AM!,,,,,
Homer Simpson,Free food?!,,,,,
Homer Simpson,"Ooh! I love your magazine. My favorite section is ""How To Increase Your Word Power."" That thing is really, really, really good.",,,,,
Homer Simpson,"Miss? What does the ""I"" stand for?",,,,,
Homer Simpson,"Ah! What does the ""I"" stand for again?",,,,,
Homer Simpson,"Yeah, right.",,,,,
Homer Simpson,Mmmmmm... Money.,,,,,
Homer Simpson,Lousy cheap country...,,,,,
Homer Simpson,BART! Get out of the Spirit of St. Louis!,,,,,
Homer Simpson,"Hey, what's so funny?",,,,,
Homer Simpson,"Oh Marge, grow up.",,,,,
Homer Simpson,Who's that?,,,,,
Homer Simpson,"Bart, are you ready to go to... I'll room service you...",,,,,
Homer Simpson,"Yeah, your other speech was a little more crowd pleasin'.",,,,,
Homer Simpson,Gimme one of those!,,,,,
Homer Simpson,Give her the check!,,,,,
Homer Simpson,I was serious.,,,,,
Homer Simpson,I'm almost done.,,,,,
Homer Simpson,I'll be there. Not-y not-y not.,,,,,
Homer Simpson,"Well, why doesn't he just say so?",,,,,
Homer Simpson,"Oh, here we go again. Look, I don't care if Ned Flanders is the nicest guy in the world, he's a jerk. End of story.",,,,,
Homer Simpson,"Excuse me? Better? Thanks a lot, Marge, you really put me in my place.",,,,,
Homer Simpson,"Don't get me wrong, it's worth feeling three inches tall to find out what kind of a person you really are. Marge Simpson... President of the International We Love Flanders Fan Club...",,,,,
Homer Simpson,"Stupid Flanders... always showing off. Go ahead, Marge, have a ball... What if they game back and I was dead from not eating? They'd cry their eyes out. We should have never gone to the Flanders'. Oh, why did we go to the Flanders' house and leave Homer all alone with no food. And I'd be laughing. Laughing from my grave.",,,,,
Homer Simpson,"What is it, boy? What? Mmmmmmmm... bar-b-que.",,,,,
Homer Simpson,"Hey, everyone, I'm back! Great to see ya! Nice seein' ya!",,,,,
Homer Simpson,"Hey, no tagbacks.",,,,,
Homer Simpson,The fly was funny and a booger was the icing on the cake...,,,,,
Homer Simpson,That was a joke?,,,,,
Homer Simpson,Uh... Sounds like a pretty dumb idea to me.,,,,,
Homer Simpson,"Fun? Where is this store, Flanders? The merry old land of Oz?",,,,,
Homer Simpson,Nah.,,,,,
Homer Simpson,"No, it isn't.",,,,,
Homer Simpson,"Hmm, let's see.",,,,,
Homer Simpson,Nah.,,,,,
Homer Simpson,Hmmm.,,,,,
Homer Simpson,Heyyyy.,,,,,
Homer Simpson,"Keep your pants on, Flanders! I'm wishing as fast as I can!",,,,,
